filename,bucket,grade_semester,renjiao_hint,safety,beishida_unit,confidence,rule_id,audit_note,chars
7294270635348430121.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",908
7294503673122606387.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1492
7294639539413470503.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '3shang': 1, '1shang': 0}",1424
7294769155318779148.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1633
7295140014415973659.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",1263
7295381462650572082.md,keep,4上,内容审查→4上（得分6·大数/数位簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 6, '5shang': 1, '6shang': 1}",2043
7295511151822064932.md,keep,4上,内容审查→4上（得分6·大数/数位簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 6, '6shang': 1, '1shang': 0}",1470
7295596013950078262.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",1586
7295606112601115915.md,keep,3上,内容审查→3上（得分4·三上簇）,绿,,high,content-audit-douyin,"top_scores={'3shang': 4, '3xia': 2, '1shang': 0}",1713
7295708889868291382.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",910
7295959486592863529.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",543
7295999707342540042.md,keep,2上,内容审查→2上（得分1）,绿,,low,content-audit-douyin,"top_scores={'2shang': 1, '1shang': 0, '1xia': 0}",624
7296102518025702719.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '4xia': 5, '5shang': 1}",1527
7296319820633623859.md,shell,,,N/A,,high,shell-empty,空壳遗留,131
7296327070060252453.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",1345
7296380074561965366.md,keep,4下,内容审查→4下（得分5·六上簇）,黄,二_认识三角形和四边形,high,content-audit-douyin,"top_scores={'4xia': 5, '6shang': 5, '2shang': 1}",1178
7296486008248421644.md,keep,5上,内容审查→5上（得分5·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'5shang': 5, '1shang': 0, '1xia': 0}",1106
7296693394741447987.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",879
7296738787785313577.md,keep,5上,内容审查→5上（得分5·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'5shang': 5, '4shang': 3, '6shang': 1}",993
7297074468977921343.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1172
7297128825719196937.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '6shang': 1, '1shang': 0}",999
7297172990628826409.md,keep,5上,内容审查→5上（得分5·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'5shang': 5, '6shang': 1, '1shang': 0}",1254
7297244479487053093.md,keep,5上,内容审查→5上（得分1）,绿,,low,content-audit-douyin,"top_scores={'5shang': 1, '1shang': 0, '1xia': 0}",935
7297393759820451098.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1134
7297534118349376819.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1390
7297737499944832306.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",924
7297777294611991820.md,keep,4上,内容审查→4上（得分8·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 8, '5shang': 5, '1shang': 0}",1437
7298108572519451913.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",481
7298188939389586751.md,keep,5上,内容审查→5上（得分5·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'5shang': 5, '4shang': 3, '1shang': 0}",826
7298227137121635634.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",968
7298276587802316095.md,keep,5上,内容审查→5上（得分6·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'5shang': 6, '4shang': 3, '6shang': 1}",1398
7298480094161440038.md,keep,5上,内容审查→5上（得分5·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'5shang': 5, '4shang': 3, '6shang': 1}",1526
7298548844516740389.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1698
7298693939962350899.md,keep,5上,内容审查→5上（得分5·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'5shang': 5, '4shang': 3, '6shang': 1}",1185
7298918710134279487.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1463
7298923610532564275.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1517
7299030189336497444.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1401
7299085770105572671.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",937
7299267238199102756.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '3shang': 1, '5shang': 1}",1556
7299420491645783305.md,keep,4上,内容审查→4上（得分6·大数/数位簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 6, '6shang': 1, '1shang': 0}",1434
7299676511815224615.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",861
7299771117231738163.md,keep,5上,内容审查→5上（得分5·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'5shang': 5, '4shang': 3, '2shang': 1}",1076
7299811158410775818.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",809
7300016264313916713.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1029
7300335190172372265.md,keep,5上,内容审查→5上（得分5·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'5shang': 5, '4shang': 3, '6shang': 1}",1024
7300501234065116453.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",1169
7300698759665552681.md,keep,4上,内容审查→4上（得分8·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 8, '5shang': 5, '6shang': 1}",1423
7300949816291396905.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '3shang': 4, '3xia': 2}",1390
7301082430507683081.md,keep,6上,内容审查→6上（得分5·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 5, '6xia': 1, '1shang': 0}",1566
7301155612698676517.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1148
7301199938619329855.md,keep,5上,内容审查→5上（得分5·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'5shang': 5, '4shang': 3, '6shang': 1}",1273
7301448299947642148.md,keep,2下,内容审查→2下（得分1）,绿,,low,content-audit-douyin,"top_scores={'2xia': 1, '1shang': 0, '1xia': 0}",1141
7301519820342824243.md,keep,4上,内容审查→4上（得分6·大数/数位簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 6, '5shang': 1, '6shang': 1}",1398
7301819109686152475.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1339
7302190281401666826.md,keep,5上,内容审查→5上（得分5·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'5shang': 5, '4shang': 3, '6shang': 1}",1479
7302281869532482853.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",972
7302312941930466623.md,keep,5上,内容审查→5上（得分1）,绿,,low,content-audit-douyin,"top_scores={'5shang': 1, '1shang': 0, '1xia': 0}",1595
7302581354099641611.md,keep,4下,内容审查→4下（得分5·小数簇）,黄,四下综合,high,content-audit-douyin,"top_scores={'4xia': 5, '1shang': 0, '1xia': 0}",1019
7302647071868259596.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",956
7302932652506598694.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1229
7303092766148431114.md,keep,4上,内容审查→4上（得分9·六上簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 9, '4xia': 5, '6shang': 5}",783
7303303256879435019.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",831
7303545303955770675.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",800
7303675278834830604.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",864
7303845375633313078.md,keep,5上,内容审查→5上（得分5·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'5shang': 5, '4shang': 3, '1shang': 0}",1065
7304045672376962367.md,keep,4上,内容审查→4上（得分4·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 4, '2xia': 1, '6shang': 1}",1262
7304417225417510170.md,keep,5上,内容审查→5上（得分1）,绿,,low,content-audit-douyin,"top_scores={'5shang': 1, '6shang': 1, '1shang': 0}",1276
7304788179222138138.md,keep,4上,内容审查→4上（得分5·六上簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '6shang': 5, '1shang': 0}",1020
7305159564280778047.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1105
7305560995764653323.md,keep,3上,内容审查→3上（得分5·三上簇）,绿,,high,content-audit-douyin,"top_scores={'3shang': 5, '3xia': 2, '6shang': 1}",1201
7305600554955296036.md,keep,4上,内容审查→4上（得分8·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 8, '5shang': 5, '6shang': 1}",1752
7305901621764967719.md,keep,4上,内容审查→4上（得分8·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 8, '5shang': 5, '6shang': 1}",969
7305987826804395318.md,keep,4上,内容审查→4上（得分6·大数/数位簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 6, '3shang': 1, '5shang': 1}",2484
7306040165158358281.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1844
7306115225554586891.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '1shang': 0, '1xia': 0}",1573
7306272670243360009.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1106
7306357867961912595.md,keep,4上,内容审查→4上（得分10·六上簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 10, '6shang': 6, '4xia': 5}",3297
7306460845406506266.md,keep,4上,内容审查→4上（得分5·小数簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '4xia': 5, '3shang': 1}",1771
7306643994006588698.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",880
7306732381279456539.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '4shang': 5, '1shang': 0}",2571
7306858277919313178.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1418
7307114267910720831.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1468
7307261536240733490.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1192
7307475350995438859.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '4shang': 5, '4xia': 5}",1219
7307534338567015689.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '1shang': 0, '1xia': 0}",1284
7307625006341623081.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '4xia': 5, '1shang': 0}",1610
7307889359070498098.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1272
7308135830336343347.md,keep,5上,内容审查→5上（得分1）,绿,,low,content-audit-douyin,"top_scores={'5shang': 1, '6shang': 1, '1shang': 0}",1516
7308499139396980007.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1136
7308605394765499702.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,2372
7308706272881184041.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1446
7308870471133564170.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1409
7308955232313019667.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,2612
7309046150416452905.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1150
7309243723274112275.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '4xia': 5, '1shang': 0}",1040
7309320083103304971.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,2109
7309341852463942963.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1354
7309416674472594714.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,2065
7309612344374496549.md,keep,3上,内容审查→3上（得分4·三上簇）,绿,,high,content-audit-douyin,"top_scores={'3shang': 4, '3xia': 1, '6shang': 1}",771
7309759009580436746.md,keep,4上,内容审查→4上（得分5·三下簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '3xia': 4, '6shang': 1}",799
7309789926164385087.md,keep,3下,内容审查→3下（得分4·三下簇）,绿,,high,content-audit-douyin,"top_scores={'3xia': 4, '6shang': 1, '1shang': 0}",1468
7310053350924406027.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1255
7310130364981300506.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '3shang': 4, '3xia': 1}",1209
7310354539918495026.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1988
7310487084937104652.md,keep,3上,内容审查→3上（得分4·三上簇）,绿,,high,content-audit-douyin,"top_scores={'3shang': 4, '3xia': 1, '6shang': 1}",1068
7310747877305830719.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1307
7310963039619140876.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1190
7311096908640963881.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '4xia': 5, '1shang': 0}",2157
7311199184177171723.md,keep,4上,内容审查→4上（得分5·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '1shang': 0, '1xia': 0}",1669
7311276676376169740.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",587
7311467827213471026.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",2262
7311551638748171546.md,keep,3上,内容审查→3上（得分4·三上簇）,绿,,high,content-audit-douyin,"top_scores={'3shang': 4, '3xia': 1, '6shang': 1}",1833
